:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_sbqj_enih,:@computed_region_yeji_bk3q,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,location_address,location_city,location_state,location_zip,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
11,16866,17,44,2,BROOKLYN,Unsafe Speed,Unspecified,,,,451       CLARKSON AVENUE               ,2017-09-15T00:00:00.000,40.655773,POINT (-73.94441 40.655773),,,,,-73.94441,0,0,0,0,0,0,0,0,,,16:20,3751921,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11203
9,10700,30,75,1,,Unspecified,Unspecified,,,,2699      RICHMOND AVENUE               ,2017-09-15T00:00:00.000,40.582226,POINT (-74.169075 40.582226),,,,,-74.169075,0,0,0,0,0,0,0,0,,,17:25,3751949,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
47,20529,51,59,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.608387,POINT (-73.767204 40.608387),,,,,-73.767204,0,0,0,0,0,0,0,0,TRIST PLACE,WESTBOURNE AVENUE               ,13:22,3751956,SPORT UTILITY / STATION WAGON,,,,,11691
47,20529,51,59,3,QUEENS,Lost Consciousness,Unspecified,,,,,2017-09-15T00:00:00.000,40.60457,POINT (-73.75355 40.60457),,,,,-73.75355,0,0,2,0,0,0,2,0,BEACH 21 STREET,MOTT AVENUE                     ,11:10,3751958,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11691
21,14510,65,73,3,,View Obstructed/Limited,Unspecified,,,,,2017-09-15T00:00:00.000,40.752777,POINT (-73.86627 40.752777),,,,,-73.86627,0,0,0,0,0,0,0,0,,101 STREET                      ,0:20,3749968,PASSENGER VEHICLE,,,,,
47,20529,51,59,3,,Unspecified,,,,,,2017-09-15T00:00:00.000,40.60457,POINT (-73.75355 40.60457),,,,,-73.75355,0,0,0,0,0,0,0,0,,BEACH 21 STREET                 ,16:36,3751974,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
32,11728,56,1,4,MANHATTAN,,,,,,50        PARK PLACE                    ,2017-09-15T00:00:00.000,40.713406,POINT (-74.00961 40.713406),,,,,-74.00961,0,0,0,0,1,0,1,0,,,14:00,3751988,,,,,,10007
6,24672,41,61,3,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.701237,POINT (-73.79465 40.701237),,,,,-73.79465,0,0,2,0,0,0,2,0,,LIBERTY AVENUE                  ,8:15,3751992,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
46,24670,41,61,3,,Traffic Control Disregarded,Unspecified,,,,,2017-09-15T00:00:00.000,40.69262,POINT (-73.80707 40.69262),,,,,-73.80707,0,0,3,0,0,0,3,0,,INWOOD STREET                   ,11:35,3751995,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
6,24332,41,61,3,,Backing Unsafely,Unspecified,,,,,2017-09-15T00:00:00.000,40.71031,POINT (-73.77174 40.71031),,,,,-73.77174,0,0,0,0,0,0,0,0,,JAMAICA AVENUE                  ,19:30,3752002,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
31,11610,58,26,5,,Unspecified,,,,,,2017-09-15T00:00:00.000,40.83302,POINT (-73.862724 40.83302),,,,,-73.862724,0,0,0,0,0,0,0,0,WESTCHESTER AVENUE,WHITE PLAINS ROAD               ,8:00,3752025,SPORT UTILITY / STATION WAGON,,,,,
43,11610,58,26,5,BRONX,Failure to Yield Right-of-Way,,,,,,2017-09-15T00:00:00.000,40.828354,POINT (-73.88199 40.828354),,,,,-73.88199,0,0,0,0,1,0,1,0,COLGATE AVENUE,WESTCHESTER AVENUE              ,8:43,3752026,SPORT UTILITY / STATION WAGON,,,,,10472
46,24669,41,71,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.672382,POINT (-73.78574 40.672382),,,,,-73.78574,0,0,0,0,0,0,0,0,BAISLEY BOULEVARD,ROCKAWAY BOULEVARD              ,0:30,3749985,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11434
13,10369,4,74,1,STATEN ISLAND,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.634003,POINT (-74.0984 40.634003),,,,,-74.0984,0,0,1,0,0,0,1,0,RIDGEWOOD PLACE,CASTLETON AVENUE                ,18:50,3752029,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10301
31,11611,58,26,5,,Following Too Closely,View Obstructed/Limited,Following Too Closely,,,,2017-09-15T00:00:00.000,40.82764,POINT (-73.84791 40.82764),,,,,-73.84791,0,0,3,0,0,0,3,0,,,16:30,3752054,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
31,11611,58,26,5,BRONX,Backing Unsafely,Unspecified,,,,502       WHITE PLAINS ROAD             ,2017-09-15T00:00:00.000,40.81601,POINT (-73.85686 40.81601),,,,,-73.85686,0,0,0,0,0,0,0,0,,,16:00,3752057,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10473
31,11611,58,26,5,,,,,,,,2017-09-15T00:00:00.000,40.82681,POINT (-73.85361 40.82681),,,,,-73.85361,0,0,0,0,0,0,0,0,,,17:00,3752063,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
33,16863,39,72,3,QUEENS,Unspecified,Unspecified,,,,34-48     12 STREET                     ,2017-09-15T00:00:00.000,40.763386,POINT (-73.93754 40.763386),,,,,-73.93754,0,0,0,0,0,0,0,0,,,17:00,3752067,PASSENGER VEHICLE,,,,,11106
25,17214,45,47,2,,Failure to Yield Right-of-Way,,,,,,2017-09-15T00:00:00.000,40.65906,POINT (-73.88459 40.65906),,,,,-73.88459,0,0,0,0,1,0,1,0,,VAN SICLEN AVENUE               ,13:40,3752076,PASSENGER VEHICLE,,,,,
37,17214,45,47,2,BROOKLYN,Driver Inexperience,Unspecified,,,,,2017-09-15T00:00:00.000,40.673115,POINT (-73.88762 40.673115),,,,,-73.88762,1,0,0,0,0,0,1,0,PITKIN AVENUE,BARBEY STREET                   ,14:50,3752079,SPORT UTILITY / STATION WAGON,BICYCLE,,,,11207
43,11611,58,26,5,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.823135,POINT (-73.88225 40.823135),,,,,-73.88225,0,0,0,0,0,0,0,0,,,18:04,3752087,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
25,17215,45,47,2,BROOKLYN,Unspecified,,,,,,2017-09-15T00:00:00.000,40.667255,POINT (-73.86608 40.667255),,,,,-73.86608,0,0,0,0,0,0,0,0,LORING AVENUE,AUTUMN AVENUE                   ,18:45,3752088,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11208
14,10693,30,76,1,STATEN ISLAND,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.575813,POINT (-74.11979 40.575813),,,,,-74.11979,0,0,2,0,0,0,2,0,NEW DORP LANE,RICHMOND ROAD                   ,8:00,3750677,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10306
30,13828,36,56,2,BROOKLYN,Unspecified,,,,,,2017-09-15T00:00:00.000,40.707153,POINT (-73.93149 40.707153),,,,,-73.93149,0,0,0,0,0,0,0,0,KNICKERBOCKER AVENUE,INGRAHAM STREET                 ,11:30,3750701,PASSENGER VEHICLE,,,,,11237
25,17214,45,47,2,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.655495,POINT (-73.88833 40.655495),,,,,-73.88833,0,0,0,0,0,0,0,0,PENNSYLVANIA AVENUE,WORTMAN AVENUE                  ,17:06,3752095,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11207
25,17215,45,47,2,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.66893,POINT (-73.8665 40.66893),,,,,-73.8665,0,0,0,0,0,0,0,0,,LINDEN BOULEVARD                ,13:45,3752096,SPORT UTILITY / STATION WAGON,,,,,
48,13829,16,49,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.680473,POINT (-73.9614 40.680473),,,,,-73.9614,0,0,0,0,0,0,0,0,GRAND AVENUE,ATLANTIC AVENUE                 ,8:35,3750695,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11238
25,17214,45,47,2,,Unspecified,,,,,,2017-09-15T00:00:00.000,40.656944,POINT (-73.88082 40.656944),,,,,-73.88082,0,0,0,0,0,0,0,0,,COZINE AVENUE                   ,18:53,3752100,PICK-UP TRUCK,,,,,
25,17214,45,47,2,,Traffic Control Disregarded,,,,,,2017-09-15T00:00:00.000,40.662743,POINT (-73.885124 40.662743),,,,,-73.885124,0,0,0,0,1,0,1,0,,HEGEMAN AVENUE                  ,23:45,3752102,PASSENGER VEHICLE,,,,,
43,11610,58,26,5,BRONX,Passing or Lane Usage Improper,Unspecified,,,,,2017-09-15T00:00:00.000,40.83114,POINT (-73.879776 40.83114),,,,,-73.879776,0,0,0,0,0,0,0,0,EAST 172 STREET,ELDER AVENUE                    ,21:00,3752122,SPORT UTILITY / STATION WAGON,,,,,10472
35,12426,7,14,4,,Unspecified,,,,,EAST 111 STREET                         ,2017-09-15T00:00:00.000,40.796116,POINT (-73.94558 40.796116),,,,,-73.94558,0,0,0,0,0,0,0,0,,,7:00,3750710,SPORT UTILITY / STATION WAGON,,,,,
26,13825,5,38,2,BROOKLYN,Unspecified,,,,,,2017-09-15T00:00:00.000,40.625965,POINT (-73.93319 40.625965),,,,,-73.93319,0,0,0,0,0,0,0,0,KINGS HIGHWAY,TROY AVENUE                     ,19:35,3752150,SPORT UTILITY / STATION WAGON,,,,,11234
36,12427,18,20,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,135       WEST 135 STREET               ,2017-09-15T00:00:00.000,40.814583,POINT (-73.94197 40.814583),,,,,-73.94197,0,0,0,0,0,0,0,0,,,16:00,3752181,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10030
23,12422,20,15,4,MANHATTAN,Unspecified,Unspecified,,,,23        WEST 100 STREET               ,2017-09-15T00:00:00.000,40.794502,POINT (-73.96351 40.794502),,,,,-73.96351,1,0,0,0,0,0,1,0,,,20:00,3752185,PASSENGER VEHICLE,BICYCLE,,,,10025
19,12422,20,15,4,,Unsafe Lane Changing,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.792126,POINT (-73.97178 40.792126),,,,,-73.97178,0,0,0,0,0,0,0,0,,AMSTERDAM AVENUE                ,16:00,3752201,PASSENGER VEHICLE,TAXI,,,,
19,12421,20,15,4,,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,,2017-09-15T00:00:00.000,40.79672,POINT (-73.97618 40.79672),,,,,-73.97618,0,0,1,0,0,0,1,0,,,22:51,3752202,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10,12077,57,3,4,,Other Vehicular,,,,,,2017-09-15T00:00:00.000,40.731125,POINT (-74.004234 40.731125),,,,,-74.004234,0,0,0,0,0,0,0,0,,MORTON STREET                   ,11:50,3752207,SPORT UTILITY / STATION WAGON,,,,,
10,13094,12,10,4,MANHATTAN,Passenger Distraction,Unspecified,,,,318       WEST 47 STREET                ,2017-09-15T00:00:00.000,40.76073,POINT (-73.98828 40.76073),,,,,-73.98828,0,0,0,0,0,0,0,0,,,21:00,3752211,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10036
10,12077,57,1,4,MANHATTAN,Turning Improperly,Unspecified,,,,,2017-09-15T00:00:00.000,40.728603,POINT (-74.005325 40.728603),,,,,-74.005325,0,0,0,0,0,0,0,0,WEST HOUSTON STREET,VARICK STREET                   ,17:45,3752225,SPORT UTILITY / STATION WAGON,,,,,10014
27,17617,14,50,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,524       3 AVENUE                      ,2017-09-15T00:00:00.000,40.669388,POINT (-73.99277 40.669388),,,,,-73.99277,0,0,0,0,0,0,0,0,,,14:08,3752227,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11215
27,17619,14,50,2,BROOKLYN,Passing or Lane Usage Improper,Unspecified,,,,,2017-09-15T00:00:00.000,40.67752,POINT (-73.972725 40.67752),,,,,-73.972725,0,0,0,0,0,0,0,0,PARK PLACE,FLATBUSH AVENUE                 ,16:40,3752229,PICK-UP TRUCK,PASSENGER VEHICLE,,,,11238
10,13094,12,6,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.7603,POINT (-73.99499 40.7603),,,,,-73.99499,1,0,0,0,0,0,1,0,WEST 43 STREET,10 AVENUE                       ,21:50,3752230,TAXI,BICYCLE,,,,10036
1,10090,23,11,4,MANHATTAN,Traffic Control Disregarded,,,,,,2017-09-15T00:00:00.000,40.75991,POINT (-73.95882 40.75991),,,,,-73.95882,0,0,0,0,1,0,1,0,EAST 61 STREET,YORK AVENUE                     ,13:00,3752260,PASSENGER VEHICLE,,,,,10065
51,12419,11,10,4,MANHATTAN,Following Too Closely,Following Too Closely,,,,,2017-09-15T00:00:00.000,40.76161,POINT (-73.97076 40.76161),,,,,-73.97076,0,0,0,0,0,0,0,0,EAST 57 STREET,PARK AVENUE                     ,9:10,3752265,SPORT UTILITY / STATION WAGON,,,,,10022
1,12083,23,11,4,MANHATTAN,Reaction to Other Uninvolved Vehicle,Unspecified,,,,,2017-09-15T00:00:00.000,40.768486,POINT (-73.955505 40.768486),,,,,-73.955505,0,0,0,0,0,0,0,0,1 AVENUE,EAST 73 STREET                  ,20:05,3752277,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10021
,,,,,QUEENS,Unspecified,,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,59 avenue,Junction Blvd                   ,7:38,3752279,PASSENGER VEHICLE,,,,,11373
1,12426,7,14,4,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.787117,POINT (-73.94793 40.787117),,,,,-73.94793,0,0,0,0,0,0,0,0,,EAST 99 STREET                  ,11:00,3750726,PASSENGER VEHICLE,,,,,
38,18182,36,57,2,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.73046,POINT (-73.9515 40.73046),,,,,-73.9515,0,0,1,0,0,0,1,0,,MC GUINNESS BOULEVARD           ,12:58,3750764,PASSENGER VEHICLE,PICK-UP TRUCK,,,,
33,16858,39,72,3,QUEENS,Oversized Vehicle,Unspecified,,,,,2017-09-15T00:00:00.000,40.757797,POINT (-73.94582 40.757797),,,,,-73.94582,0,0,0,0,0,0,0,0,VERNON BOULEVARD,40 AVENUE                       ,10:45,3750717,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,,11101
46,24014,46,60,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.6924,POINT (-73.8339 40.6924),,,,,-73.8339,0,0,0,0,0,0,0,0,,ATLANTIC AVENUE                 ,8:00,3750921,SPORT UTILITY / STATION WAGON,,,,,
,,,,,QUEENS,Driver Inattention/Distraction,Following Too Closely,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,forest avenue,METROPOLITAN AVENUE             ,19:30,3752299,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11385
34,14788,54,62,3,QUEENS,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.720604,POINT (-73.90479 40.720604),,,,,-73.90479,0,0,0,0,0,0,0,0,60 LANE,FLUSHING AVENUE                 ,18:00,3752300,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11378
21,14510,66,68,3,QUEENS,Driver Inexperience,,,,,40-35     97 STREET                     ,2017-09-15T00:00:00.000,40.748272,POINT (-73.867874 40.748272),,,,,-73.867874,0,0,1,0,0,0,1,0,,,11:45,3752305,PASSENGER VEHICLE,,,,,11368
34,15310,54,62,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.70776,POINT (-73.897575 40.70776),,,,,-73.897575,0,0,0,0,0,0,0,0,FRESH POND ROAD,WOODBINE STREET                 ,20:30,3752307,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11385
33,14787,53,66,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.734924,POINT (-73.92312 40.734924),,,,,-73.92312,0,0,1,0,0,0,1,0,,,10:45,3750728,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,,
22,10936,24,34,5,,Unspecified,,,,,,2017-09-15T00:00:00.000,40.867523,POINT (-73.89065 40.867523),,,,,-73.89065,0,0,0,0,0,0,0,0,,BRIGGS AVENUE                   ,9:28,3750731,SPORT UTILITY / STATION WAGON,,,,,
34,15310,54,62,3,QUEENS,Backing Unsafely,Unspecified,,,,60-30     MADISON STREET                ,2017-09-15T00:00:00.000,40.706543,POINT (-73.89947 40.706543),,,,,-73.89947,0,0,0,0,0,0,0,0,,,20:00,3752314,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11385
30,15310,54,62,3,,Unsafe Speed,Unspecified,Unspecified,Unspecified,,,2017-09-15T00:00:00.000,40.705032,POINT (-73.909 40.705032),,,,,-73.909,0,0,0,0,0,0,0,0,,ONDERDONK AVENUE                ,22:20,3752316,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
21,14510,66,68,3,QUEENS,Unspecified,,,,,,2017-09-15T00:00:00.000,40.739193,POINT (-73.85488 40.739193),,,,,-73.85488,0,0,0,0,0,0,0,0,OTIS AVENUE,PENROD STREET                   ,23:00,3752342,SPORT UTILITY / STATION WAGON,,,,,11368
35,10932,49,23,5,BRONX,Passenger Distraction,Unspecified,,,,550       EAST 144 STREET               ,2017-09-15T00:00:00.000,40.811176,POINT (-73.915436 40.811176),,,,,-73.915436,0,0,0,0,0,0,0,0,,,10:24,3752345,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10454
35,10933,49,23,5,BRONX,Unsafe Lane Changing,Unspecified,,,,843       EAST 149 STREET               ,2017-09-15T00:00:00.000,40.812347,POINT (-73.90476 40.812347),,,,,-73.90476,0,0,0,0,0,0,0,0,,,18:42,3752353,PASSENGER VEHICLE,,,,,10455
43,10933,49,23,5,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.815838,POINT (-73.912056 40.815838),,,,,-73.912056,0,0,0,0,0,0,0,0,,SAINT ANNS AVENUE               ,17:19,3752354,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
17,13516,55,46,2,,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.680676,POINT (-73.91404 40.680676),,,,,-73.91404,0,0,0,0,0,0,0,0,,BOYLAND STREET                  ,6:52,3750754,PASSENGER VEHICLE,TAXI,,,,
39,13098,47,22,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,4469      BROADWAY                      ,2017-09-15T00:00:00.000,40.857464,POINT (-73.93226 40.857464),,,,,-73.93226,0,0,0,0,0,0,0,0,,,13:20,3750763,BICYCLE,SPORT UTILITY / STATION WAGON,,,,10040
35,10932,49,23,5,,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.803383,POINT (-73.91929 40.803383),,,,,-73.91929,0,0,0,0,0,0,0,0,,BRUCKNER BOULEVARD              ,22:35,3752372,PICK-UP TRUCK,PASSENGER VEHICLE,,,,
1,10099,23,11,4,MANHATTAN,Passenger Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.779495,POINT (-73.9535 40.779495),,,,,-73.9535,0,0,0,0,0,0,0,0,EAST 87 STREET,3 AVENUE                        ,16:31,3752386,TAXI,PASSENGER VEHICLE,,,,10128
,,,,,,Other Vehicular,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,8:00,3750747,PASSENGER VEHICLE,,,,,
1,12083,23,11,4,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,40.766167,POINT (-73.954254 40.766167),,,,,-73.954254,0,0,0,0,0,0,0,0,EAST 71 STREET,YORK AVENUE                     ,20:41,3752396,SPORT UTILITY / STATION WAGON,TAXI,,,,10021
17,17614,55,46,2,,Passing or Lane Usage Improper,Unspecified,,,,,2017-09-15T00:00:00.000,40.669163,POINT (-73.91742 40.669163),,,,,-73.91742,0,0,0,0,0,0,0,0,,SARATOGA AVENUE                 ,8:40,3750750,TAXI,PASSENGER VEHICLE,,,,
17,17614,55,46,2,,Unspecified,,,,,,2017-09-15T00:00:00.000,40.669025,POINT (-73.915115 40.669025),,,,,-73.915115,0,0,0,0,0,0,0,0,,PITKIN AVENUE                   ,10:30,3750749,SPORT UTILITY / STATION WAGON,,,,,
20,13832,22,67,3,,Failure to Yield Right-of-Way,,,,,,2017-09-15T00:00:00.000,40.771297,POINT (-73.817314 40.771297),,,,,-73.817314,0,0,0,0,1,0,1,0,,149 STREET                      ,14:45,3751453,SPORT UTILITY / STATION WAGON,,,,,
51,12080,11,8,4,MANHATTAN,Unspecified,,,,,,2017-09-14T00:00:00.000,40.752197,POINT (-73.981834 40.752197),,,,,-73.981834,0,0,0,0,1,0,1,0,EAST 40 STREET,5 AVENUE                        ,12:47,3751490,BICYCLE,,,,,10016
51,10351,11,10,4,,Unsafe Lane Changing,Other Vehicular,,,,,2017-09-14T00:00:00.000,40.757748,POINT (-73.97146 40.757748),,,,,-73.97146,0,0,0,0,0,0,0,0,,LEXINGTON AVENUE                ,0:00,3750502,TAXI,TAXI,,,,
10,12080,11,8,4,MANHATTAN,Unspecified,Unspecified,,,,200       WEST 41 STREET                ,2017-09-14T00:00:00.000,40.755547,POINT (-73.987885 40.755547),,,,,-73.987885,0,0,0,0,0,0,0,0,,,18:10,3751464,,,,,,10036
51,12079,11,8,4,MANHATTAN,Unspecified,Unspecified,,,,,2017-09-14T00:00:00.000,40.751442,POINT (-73.97606 40.751442),,,,,-73.97606,0,0,0,0,0,0,0,0,EAST 42 STREET,LEXINGTON AVENUE                ,13:31,3751479,PASSENGER VEHICLE,,,,,10168
51,10355,11,8,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,109       EAST 42 STREET                ,2017-09-14T00:00:00.000,40.751793,POINT (-73.97688 40.751793),,,,,-73.97688,0,0,1,0,0,0,1,0,,,17:00,3751463,PICK-UP TRUCK,TAXI,,,,10017
51,12080,11,8,4,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,,2017-09-14T00:00:00.000,40.75355,POINT (-73.98505 40.75355),,,,,-73.98505,0,0,0,0,1,0,1,0,,AVENUE OF THE AMERICAS          ,19:59,3751465,PASSENGER VEHICLE,,,,,
10,11722,11,8,4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,433       7 AVENUE                      ,2017-09-14T00:00:00.000,40.750755,POINT (-73.99078 40.750755),,,,,-73.99078,0,0,0,0,0,0,0,0,,,15:30,3751459,PASSENGER VEHICLE,,,,,10001
34,15310,54,62,3,,Reaction to Other Uninvolved Vehicle,,,,,,2017-09-14T00:00:00.000,40.692936,POINT (-73.87777 40.692936),,,,,-73.87777,0,0,1,0,0,0,1,0,,,13:26,3750505,PASSENGER VEHICLE,,,,,
22,10936,6,29,5,BRONX,Other Vehicular,Passing or Lane Usage Improper,,,,,2017-09-14T00:00:00.000,40.86028,POINT (-73.89405 40.86028),,,,,-73.89405,0,0,0,0,0,0,0,0,MARION AVENUE,EAST 188 STREET                 ,15:08,3751398,,,,,,10458
51,12079,11,8,4,MANHATTAN,Unspecified,Unspecified,,,,,2017-09-14T00:00:00.000,40.75348,POINT (-73.980896 40.75348),,,,,-73.980896,0,0,0,0,0,0,0,0,5 AVENUE,EAST 42 STREET                  ,14:32,3751460,TAXI,PICK-UP TRUCK,,,,10017
34,15310,54,62,3,QUEENS,Passing or Lane Usage Improper,Unspecified,,,,,2017-09-14T00:00:00.000,40.691433,POINT (-73.89063 40.691433),,,,,-73.89063,0,0,0,0,0,0,0,0,CYPRESS AVENUE,VERMONT PLACE                   ,17:30,3750493,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11385
34,15309,54,62,3,QUEENS,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,78-40     METROPOLITAN AVENUE           ,2017-09-14T00:00:00.000,40.713192,POINT (-73.87422 40.713192),,,,,-73.87422,0,0,0,0,0,0,0,0,,,19:55,3750497,PASSENGER VEHICLE,TAXI,,,,11379
34,15310,54,62,3,QUEENS,Driver Inattention/Distraction,Unsafe Speed,,,,,2017-09-14T00:00:00.000,40.702595,POINT (-73.8553 40.702595),,,,,-73.8553,0,0,0,0,0,0,0,0,MYRTLE AVENUE,WOODHAVEN BOULEVARD             ,6:40,3750490,PASSENGER VEHICLE,,,,,11385
30,15310,54,62,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,1819      FLUSHING AVENUE               ,2017-09-14T00:00:00.000,40.710888,POINT (-73.92042 40.710888),,,,,-73.92042,0,0,0,0,0,0,0,0,,,11:00,3750491,SPORT UTILITY / STATION WAGON,,,,,11385
34,24017,46,60,3,,Driver Inattention/Distraction,,,,,,2017-09-14T00:00:00.000,40.69215,POINT (-73.86216 40.69215),,,,,-73.86216,0,0,0,0,1,0,1,0,JAMAICA AVENUE,80 STREET                       ,12:30,3750487,SPORT UTILITY / STATION WAGON,,,,,
40,11605,24,34,5,BRONX,Reaction to Other Uninvolved Vehicle,Unspecified,,,,,2017-09-14T00:00:00.000,40.880657,POINT (-73.877625 40.880657),,,,,-73.877625,0,0,0,0,0,0,0,0,WAYNE AVENUE,EAST GUN HILL ROAD              ,12:37,3751378,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10467
44,17216,10,41,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-14T00:00:00.000,40.620323,POINT (-74.02723 40.620323),,,,,-74.02723,0,0,0,0,0,0,0,0,88 STREET,5 AVENUE                        ,16:30,3750481,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11209
,,,,,,Traffic Control Disregarded,Traffic Control Disregarded,,,,,2017-09-14T00:00:00.000,40.608757,POINT (-74.038086 40.608757),,,,,-74.038086,0,0,2,0,0,0,2,0,,,6:34,3750480,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
43,11269,34,25,5,BRONX,Driver Inattention/Distraction,,,,,1695      HOE AVENUE                    ,2017-09-14T00:00:00.000,40.836338,POINT (-73.88727 40.836338),,,,,-73.88727,0,0,0,0,0,0,0,0,,,8:45,3751354,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10460
,,,,,,Following Too Closely,Unspecified,,,,,2017-09-14T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,18:00,3750499,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
