:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_sbqj_enih,:@computed_region_yeji_bk3q,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,location_address,location_city,location_state,location_zip,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
34,15310,54,62,3,QUEENS,Following Too Closely,Unspecified,,,,2033      HIMROD STREET                 ,2017-09-15T00:00:00.000,40.70989,POINT (-73.90999 40.70989),,,,,-73.90999,0,0,0,0,0,0,0,0,,,7:28,3750504,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11385
51,13094,11,8,4,MANHATTAN,Unspecified,Unspecified,,,,100       WEST 43 STREET                ,2017-09-15T00:00:00.000,40.75567,POINT (-73.98402 40.75567),,,,,-73.98402,0,0,0,0,0,0,0,0,,,17:00,3751466,PASSENGER VEHICLE,,,,,10036
7,18180,9,45,2,,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.637215,POINT (-74.018524 40.637215),,,,,-74.018524,0,0,0,0,0,0,0,0,,64 STREET                       ,8:15,3750515,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
51,12078,11,8,4,MANHATTAN,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.748436,POINT (-73.984566 40.748436),,,,,-73.984566,0,0,0,0,0,0,0,0,EAST 34 STREET,5 AVENUE                        ,9:40,3751471,SPORT UTILITY / STATION WAGON,VAN,,,,10016
50,12078,11,8,4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.74708,POINT (-73.98135 40.74708),,,,,-73.98135,0,0,0,0,0,0,0,0,PARK AVENUE,EAST 34 STREET                  ,14:00,3751478,PASSENGER VEHICLE,,,,,10016
10,11722,11,8,4,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.75167,POINT (-73.993835 40.75167),,,,,-73.993835,0,0,1,0,0,0,1,0,,8 AVENUE                        ,12:30,3751469,TAXI,SPORT UTILITY / STATION WAGON,,,,
24,14509,25,65,3,QUEENS,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.72062,POINT (-73.81377 40.72062),,,,,-73.81377,0,0,1,0,0,0,1,0,78 ROAD,150 STREET                      ,7:40,3750509,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11367
10,13094,11,8,4,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.75658,POINT (-73.98616 40.75658),,,,,-73.98616,0,0,0,0,0,0,0,0,BROADWAY,WEST 43 STREET                  ,16:00,3751484,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10036
4,16863,39,72,3,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.765224,POINT (-73.9317 40.765224),,,,,-73.9317,0,0,0,0,0,0,0,0,,BROADWAY                        ,17:15,3751497,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
33,16858,39,72,3,,Oversized Vehicle,Unspecified,,,,,2017-09-15T00:00:00.000,40.755558,POINT (-73.9383 40.755558),,,,,-73.9383,0,0,0,0,0,0,0,0,,39 AVENUE                       ,12:10,3751498,PASSENGER VEHICLE,,,,,
6,24332,41,61,3,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.713,POINT (-73.78237 40.713),,,,,-73.78237,0,0,0,0,0,0,0,0,,MIDLAND PARKWAY                 ,9:30,3750557,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
35,12426,7,14,4,,Unspecified,,,,,EAST 110 STREET                         ,2017-09-15T00:00:00.000,40.793186,POINT (-73.94057 40.793186),,,,,-73.94057,0,0,0,0,0,0,0,0,,,9:54,3750716,PASSENGER VEHICLE,,,,,
41,24017,46,60,3,QUEENS,Failure to Yield Right-of-Way,,,,,,2017-09-15T00:00:00.000,40.695934,POINT (-73.85449 40.695934),,,,,-73.85449,0,0,0,0,0,0,0,0,85 ROAD,91 STREET                       ,8:30,3750522,PASSENGER VEHICLE,,,,,11421
1,12083,23,11,4,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.767372,POINT (-73.950066 40.767372),,,,,-73.950066,0,0,0,0,0,0,0,0,,,0:30,3750528,SPORT UTILITY / STATION WAGON,TAXI,,,,
45,16867,1,37,2,,Driver Inexperience,Unspecified,,,,,2017-09-15T00:00:00.000,40.61384,POINT (-73.981445 40.61384),,,,,-73.981445,0,0,0,0,0,0,0,0,,BAY PARKWAY                     ,7:30,3750534,PASSENGER VEHICLE,TAXI,,,,
1,10090,23,11,4,MANHATTAN,Unspecified,,,,,,2017-09-15T00:00:00.000,40.75991,POINT (-73.95882 40.75991),,,,,-73.95882,0,0,0,0,1,0,1,0,YORK AVENUE,EAST 61 STREET                  ,2:30,3750535,SPORT UTILITY / STATION WAGON,,,,,10065
,,,,,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,EAST FRODHAM ROAD,washington ave                  ,9:45,3751520,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
26,17217,60,43,2,BROOKLYN,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.62137,POINT (-73.951675 40.62137),,,,,-73.951675,0,0,0,0,0,0,0,0,EAST 24 STREET,AVENUE L                        ,16:30,3751521,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11210
18,16867,1,37,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,Unspecified,,,2221      63 STREET                     ,2017-09-15T00:00:00.000,40.614613,POINT (-73.97957 40.614613),,,,,-73.97957,0,0,0,0,0,0,0,0,,,1:30,3750540,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,11204
42,10931,6,29,5,BRONX,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.85592,POINT (-73.9172 40.85592),,,,,-73.9172,0,0,0,0,0,0,0,0,CEDAR AVENUE,WEST 179 STREET                 ,7:20,3750543,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10453
,,,,,QUEENS,Following Too Closely,Unspecified,,,,17045     GRAND CENTRAL PARKWAY         ,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,9:00,3750547,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11432
,,,,,QUEENS,Passing or Lane Usage Improper,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,hillside avenue,171 street                      ,8:00,3750546,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11432
22,10935,35,31,5,BRONX,Following Too Closely,Unspecified,,,,2102      WEBSTER AVENUE                ,2017-09-15T00:00:00.000,40.852463,POINT (-73.898 40.852463),,,,,-73.898,0,0,0,0,0,0,0,0,,,17:10,3751537,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10457
22,10935,35,31,5,BRONX,Driver Inattention/Distraction,Unspecified,,,,2067      CROTONA AVENUE                ,2017-09-15T00:00:00.000,40.847584,POINT (-73.88932 40.847584),,,,,-73.88932,0,0,0,0,0,0,0,0,,,13:30,3751540,SPORT UTILITY / STATION WAGON,,,,,10457
,,,,,,Unsafe Speed,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,1,0,0,0,0,0,1,0,east 177 street & devoe avenue,east 177 street                 ,17:30,3751542,BICYCLE,PASSENGER VEHICLE,,,,
22,10935,35,31,5,BRONX,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,509       EAST 182 STREET               ,2017-09-15T00:00:00.000,40.85348,POINT (-73.89349 40.85348),,,,,-73.89349,0,0,0,0,0,0,0,0,,,21:29,3751543,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10457
20,14191,22,67,3,,Unspecified,,,,,,2017-09-15T00:00:00.000,40.779926,POINT (-73.8406 40.779926),,,,,-73.8406,0,0,0,0,0,0,0,0,,128 STREET                      ,8:10,3750579,PASSENGER VEHICLE,,,,,
26,13510,61,40,2,BROOKLYN,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.649036,POINT (-73.94747 40.649036),,,,,-73.94747,0,0,0,0,0,0,0,0,EAST 32 STREET,SNYDER AVENUE                   ,14:34,3751585,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11226
40,11275,29,30,5,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.902374,POINT (-73.84811 40.902374),,,,,-73.84811,0,0,1,0,0,0,1,0,,EAST 241 STREET                 ,14:20,3751595,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
2,11275,29,30,5,BRONX,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,40.88793,POINT (-73.82849 40.88793),,,,,-73.82849,0,0,0,0,0,0,0,0,LIGHT STREET,PROVOST AVENUE                  ,7:15,3751596,PASSENGER VEHICLE,,,,,10466
4,16859,39,72,3,QUEENS,Unspecified,,,,,14-18     28 AVENUE                     ,2017-09-15T00:00:00.000,40.771988,POINT (-73.92867 40.771988),,,,,-73.92867,0,0,0,0,0,0,0,0,,,2:00,3750570,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11102
4,16860,39,72,3,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.758972,POINT (-73.91901 40.758972),,,,,-73.91901,0,0,1,0,0,0,1,0,,BROADWAY                        ,7:35,3750578,PASSENGER VEHICLE,MOTORCYCLE,,,,
51,12083,23,11,4,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.77373,POINT (-73.96402 40.77373),,,,,-73.96402,0,0,0,0,0,0,0,0,MADISON AVENUE,EAST 75 STREET                  ,8:46,3750576,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10021
51,12079,71,9,4,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.74764,POINT (-73.97073 40.74764),,,,,-73.97073,0,0,0,0,0,0,0,0,,1 AVENUE                        ,6:00,3750574,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
4,16859,39,72,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.76652,POINT (-73.92059 40.76652),,,,,-73.92059,0,0,0,0,0,0,0,0,,30 AVENUE                       ,8:08,3750580,PASSENGER VEHICLE,,,,,
48,17618,16,49,2,,Driver Inattention/Distraction,Unspecified,Unspecified,,,ATLANTIC AVENUE                         ,2017-09-15T00:00:00.000,40.678722,POINT (-73.952995 40.678722),,,,,-73.952995,0,0,0,0,0,0,0,0,,,16:00,3751615,PICK-UP TRUCK,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
3,13832,22,67,3,,Unspecified,,,,,,2017-09-15T00:00:00.000,40.764694,POINT (-73.82307 40.764694),,,,,-73.82307,0,0,0,0,1,0,1,0,,NORTHERN BOULEVARD              ,8:00,3750583,SPORT UTILITY / STATION WAGON,,,,,
3,13832,22,67,3,,Passing or Lane Usage Improper,Unspecified,,,,,2017-09-15T00:00:00.000,40.763584,POINT (-73.82811 40.763584),,,,,-73.82811,0,0,0,0,0,0,0,0,,UNION STREET                    ,9:30,3750584,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
38,17212,69,51,2,,Unspecified,,,,,,2017-09-15T00:00:00.000,40.694687,POINT (-73.95521 40.694687),,,,,-73.95521,0,0,0,0,1,0,1,0,,SPENCER STREET                  ,20:00,3751621,TAXI,,,,,
13,10371,4,75,1,,Unspecified,,,,,177       SOUTH AVENUE                  ,2017-09-15T00:00:00.000,40.635372,POINT (-74.16621 40.635372),,,,,-74.16621,0,0,0,0,0,0,0,0,,,23:00,3751622,PASSENGER VEHICLE,,,,,
38,17212,69,51,2,BROOKLYN,Tire Failure/Inadequate,Unspecified,Unspecified,Unspecified,,40        NOSTRAND AVENUE               ,2017-09-15T00:00:00.000,40.69865,POINT (-73.95324 40.69865),,,,,-73.95324,0,0,0,0,0,0,0,0,,,4:25,3751624,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,11205
49,17618,69,51,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.687668,POINT (-73.951035 40.687668),,,,,-73.951035,0,0,0,0,0,0,0,0,,LEXINGTON AVENUE                ,22:00,3751625,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
38,16865,68,54,2,,Reaction to Other Uninvolved Vehicle,Unspecified,,,,,2017-09-15T00:00:00.000,40.699184,POINT (-73.99399 40.699184),,,,,-73.99399,0,0,0,0,0,0,0,0,,HICKS STREET                    ,13:40,3751665,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
29,11606,6,29,5,BRONX,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.857758,POINT (-73.90095 40.857758),,,,,-73.90095,0,0,4,0,0,0,4,0,EAST 183 STREET,CRESTON AVENUE                  ,9:10,3751668,PASSENGER VEHICLE,,,,,10468
14,10371,4,75,1,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.621677,POINT (-74.17032 40.621677),,,,,-74.17032,0,0,0,0,0,0,0,0,,,18:35,3751695,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
9,10700,30,75,1,,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,40.570877,POINT (-74.16984 40.570877),,,,,-74.16984,0,0,0,0,0,0,0,0,FOREST HILL ROAD,RICHMOND AVENUE                 ,17:25,3751696,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,,,,,BRONX,View Obstructed/Limited,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,VANCORTLANDT PARK SOUTH,PUTNAM AVENUE WEST              ,18:26,3751717,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10463
40,11609,48,33,5,,Passing or Lane Usage Improper,Unspecified,,,,,2017-09-15T00:00:00.000,40.90414,POINT (-73.905014 40.90414),,,,,-73.905014,0,0,1,0,0,0,1,0,,RIVERDALE AVENUE                ,17:40,3751718,PASSENGER VEHICLE,,,,,
40,11272,48,33,5,,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.884296,POINT (-73.89874 40.884296),,,,,-73.89874,0,0,0,0,0,0,0,0,,,23:35,3751722,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
40,11272,48,33,5,BRONX,Unspecified,Unspecified,,,,3015      RIVERDALE AVENUE              ,2017-09-15T00:00:00.000,40.880627,POINT (-73.91052 40.880627),,,,,-73.91052,0,0,0,0,0,0,0,0,,,12:20,3751724,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10463
50,11729,70,5,4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,57        AVENUE D                      ,2017-09-15T00:00:00.000,40.721798,POINT (-73.97743 40.721798),,,,,-73.97743,0,0,0,0,0,0,0,0,,,8:10,3750604,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10009
32,11724,57,5,4,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.72709,POINT (-73.991554 40.72709),,,,,-73.991554,0,0,0,0,0,0,0,0,,COOPER SQUARE                   ,10:00,3750608,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
34,24017,38,60,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.700592,POINT (-73.85457 40.700592),,,,,-73.85457,0,0,0,0,0,0,0,0,,WOODHAVEN BOULEVARD             ,9:45,3750605,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
7,13515,9,45,2,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.65396,POINT (-74.00699 40.65396),,,,,-74.00699,0,0,0,0,0,0,0,0,,,9:20,3750606,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
6,15311,63,63,3,QUEENS,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.701828,POINT (-73.74769 40.701828),,,,,-73.74769,0,0,3,0,0,0,3,0,MURDOCK AVENUE,207 STREET                      ,8:30,3750615,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11411
32,11723,70,4,4,MANHATTAN,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.719025,POINT (-73.98978 40.719025),,,,,-73.98978,0,0,0,0,0,0,0,0,ORCHARD STREET,DELANCEY STREET                 ,20:30,3751751,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10002
16,24337,63,63,3,QUEENS,Passing or Lane Usage Improper,Unspecified,,,,93-06     SPRINGFIELD BOULEVARD         ,2017-09-15T00:00:00.000,40.722363,POINT (-73.736885 40.722363),,,,,-73.736885,0,0,0,0,0,0,0,0,,,7:45,3750612,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11428
2,11275,29,30,5,BRONX,Unspecified,,,,,,2017-09-15T00:00:00.000,40.8883,POINT (-73.85682 40.8883),,,,,-73.85682,1,0,0,0,0,0,1,0,EAST 227 STREET,BARNES AVENUE                   ,1:40,3750613,BICYCLE,,,,,10466
,,,,,,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.81418,POINT (-73.932465 40.81418),,,,,-73.932465,0,0,0,0,0,0,0,0,,,8:00,3750621,PASSENGER VEHICLE,,,,,
15,13512,32,36,2,BROOKLYN,Driver Inattention/Distraction,,,,,,2017-09-15T00:00:00.000,40.59405,POINT (-73.95884 40.59405),,,,,-73.95884,0,0,0,0,1,0,1,0,GRAVESEND NECK ROAD,SHEEPSHEAD BAY ROAD             ,7:30,3751764,SPORT UTILITY / STATION WAGON,,,,,11229
,,,,,,Outside Car Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,CROSS ISLAND PARKWAY,HILLSIDE AVENUE                 ,8:30,3750620,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
45,18183,32,36,2,,Driver Inexperience,Unspecified,,,,,2017-09-15T00:00:00.000,40.600372,POINT (-73.9683 40.600372),,,,,-73.9683,0,0,1,0,0,0,1,0,,EAST 4 STREET                   ,11:00,3751766,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,,,,,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.803947,POINT (-73.928 40.803947),,,,,-73.928,0,0,0,0,0,0,0,0,,,8:30,3750623,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,,,,,,Other Vehicular,Following Too Closely,,,,,2017-09-15T00:00:00.000,40.81418,POINT (-73.932465 40.81418),,,,,-73.932465,0,0,0,0,0,0,0,0,,,9:07,3750622,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,,
,,,,,,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,40.803947,POINT (-73.928 40.803947),,,,,-73.928,0,0,0,0,0,0,0,0,,,8:30,3750624,PASSENGER VEHICLE,,,,,
12,11605,59,32,5,BRONX,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.8678,POINT (-73.86251 40.8678),,,,,-73.86251,0,0,0,0,0,0,0,0,MATTHEWS AVENUE,ARNOW AVENUE                    ,8:00,3750625,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10467
22,11607,28,32,5,BRONX,Other Vehicular,,,,,,2017-09-15T00:00:00.000,40.86536,POINT (-73.87043 40.86536),,,,,-73.87043,0,0,0,0,0,0,0,0,BRONX PARK EAST,ALLERTON AVENUE                 ,9:15,3750645,PASSENGER VEHICLE,,,,,10467
15,13512,32,36,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.606564,POINT (-73.950775 40.606564),,,,,-73.950775,0,0,0,0,0,0,0,0,EAST 22 STREET,AVENUE R                        ,17:54,3751780,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11229
15,13826,32,36,2,BROOKLYN,Unspecified,,,,,3235      EMMONS AVENUE                 ,2017-09-15T00:00:00.000,40.584328,POINT (-73.93152 40.584328),,,,,-73.93152,0,0,0,0,0,0,0,0,,,13:25,3751783,PASSENGER VEHICLE,,,,,11235
26,16866,61,40,2,BROOKLYN,Failure to Yield Right-of-Way,,,,,,2017-09-15T00:00:00.000,40.642384,POINT (-73.92539 40.642384),,,,,-73.92539,0,0,0,0,1,0,1,0,AVENUE D,KINGS HIGHWAY                   ,10:28,3750637,PASSENGER VEHICLE,,,,,11203
43,12343,8,24,5,BRONX,Unspecified,,,,,1262      LAFAYETTE AVENUE              ,2017-09-15T00:00:00.000,40.816586,POINT (-73.888824 40.816586),,,,,-73.888824,0,0,0,0,1,0,1,0,,,10:02,3750642,PASSENGER VEHICLE,,,,,10474
43,10937,8,24,5,BRONX,Unspecified,Unspecified,,,,874       PROSPECT AVENUE               ,2017-09-15T00:00:00.000,40.82015,POINT (-73.90141 40.82015),,,,,-73.90141,0,0,0,0,0,0,0,0,,,1:15,3750641,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10459
33,16858,53,66,3,QUEENS,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.748543,POINT (-73.94964 40.748543),,,,,-73.94964,0,0,0,0,0,0,0,0,44 DRIVE,11 STREET                       ,16:05,3751801,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11101
42,10930,50,27,5,BRONX,Unspecified,,,,,1069      WALTON AVENUE                 ,2017-09-15T00:00:00.000,40.831635,POINT (-73.92151 40.831635),,,,,-73.92151,0,0,0,0,0,0,0,0,,,13:00,3751803,PASSENGER VEHICLE,,,,,10452
30,17613,36,56,2,BROOKLYN,Following Too Closely,Other Vehicular,,,,1002      METROPOLITAN AVENUE           ,2017-09-15T00:00:00.000,40.714478,POINT (-73.93608 40.714478),,,,,-73.93608,0,0,0,0,0,0,0,0,,,10:00,3750653,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11211
7,18180,9,45,2,BROOKLYN,Brakes Defective,Unspecified,,,,,2017-09-15T00:00:00.000,40.650505,POINT (-74.01172 40.650505),,,,,-74.01172,0,0,0,0,0,0,0,0,3 AVENUE,45 STREET                       ,9:40,3750676,PASSENGER VEHICLE,,,,,11220
24,24670,25,65,3,,Driver Inattention/Distraction,,,,,,2017-09-15T00:00:00.000,40.716824,POINT (-73.82019 40.716824),,,,,-73.82019,0,0,0,0,0,0,0,0,,,3:15,3749991,PASSENGER VEHICLE,,,,,
35,10929,50,27,5,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.819477,POINT (-73.92689 40.819477),,,,,-73.92689,0,0,0,0,0,0,0,0,,GRAND CONCOURSE                 ,17:54,3751828,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,11725,,,,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.70052,POINT (-74.01551 40.70052),,,,,-74.01551,0,0,0,0,0,0,0,0,,,18:10,3751838,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
32,10368,56,1,4,MANHATTAN,Unspecified,Unspecified,Unspecified,,,,2017-09-15T00:00:00.000,40.714478,POINT (-74.01354 40.714478),,,,,-74.01354,0,0,3,0,0,0,3,0,WEST STREET,BARCLAY STREET                  ,12:25,3751851,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,10007
32,13096,56,1,4,MANHATTAN,Unspecified,Unspecified,,,,4         MAIDEN LANE                   ,2017-09-15T00:00:00.000,40.7097,POINT (-74.00978 40.7097),,,,,-74.00978,0,0,0,0,0,0,0,0,,,9:20,3751866,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10038
14,10700,30,75,1,,Unspecified,Unspecified,,,,2800      VICTORY BOULEVARD             ,2017-09-15T00:00:00.000,40.608852,POINT (-74.15334 40.608852),,,,,-74.15334,0,0,0,0,0,0,0,0,,,0:40,3751867,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
30,17613,36,56,2,BROOKLYN,Backing Unsafely,Unspecified,,,,361       UNION AVENUE                  ,2017-09-15T00:00:00.000,40.711258,POINT (-73.95119 40.711258),,,,,-73.95119,0,0,0,0,0,0,0,0,,,10:20,3750654,,,,,,11211
39,13097,47,21,4,MANHATTAN,Backing Unsafely,Unspecified,,,,,2017-09-15T00:00:00.000,40.84491,POINT (-73.93324 40.84491),,,,,-73.93324,0,0,0,0,0,0,0,0,AMSTERDAM AVENUE,WEST 176 STREET                 ,9:33,3751871,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,10033
,,,,,,Driver Inattention/Distraction,,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,1,0,1,0,DRAPER PLACE,RICHMOND AVENUE                 ,8:30,3751873,PASSENGER VEHICLE,,,,,
23,13090,47,21,4,MANHATTAN,Unspecified,,,,,1045      SAINT NICHOLAS AVENUE         ,2017-09-15T00:00:00.000,40.83634,POINT (-73.94001 40.83634),,,,,-73.94001,0,0,0,0,0,0,0,0,,,19:02,3751874,SPORT UTILITY / STATION WAGON,TAXI,,,,10032
39,13090,47,21,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,Unspecified,,,,2017-09-15T00:00:00.000,40.840485,POINT (-73.93837 40.840485),,,,,-73.93837,0,0,3,0,0,0,3,0,AUDUBON AVENUE,WEST 168 STREET                 ,16:40,3751879,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,10032
41,24014,46,60,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,98-34     JAMAICA AVENUE                ,2017-09-15T00:00:00.000,40.694935,POINT (-73.846886 40.694935),,,,,-73.846886,0,0,0,0,0,0,0,0,,,16:40,3751881,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11418
11,13510,61,40,2,BROOKLYN,Tire Failure/Inadequate,,,,,,2017-09-15T00:00:00.000,40.650654,POINT (-73.95296 40.650654),,,,,-73.95296,0,0,1,0,0,0,1,0,VERONICA PLACE,CHURCH AVENUE                   ,8:20,3751889,PASSENGER VEHICLE,,,,,11226
32,12076,56,1,4,MANHATTAN,Unspecified,,,,,,2017-09-15T00:00:00.000,40.72004,POINT (-74.00392 40.72004),,,,,-74.00392,0,0,0,0,1,0,1,0,CHURCH STREET,LISPENARD STREET                ,19:15,3751894,PASSENGER VEHICLE,,,,,10013
28,24011,46,60,3,,Following Too Closely,Unspecified,Unspecified,,,,2017-09-15T00:00:00.000,40.71314,POINT (-73.8241 40.71314),,,,,-73.8241,0,0,0,0,0,0,0,0,,,13:00,3751901,TAXI,SPORT UTILITY / STATION WAGON,TAXI,,,
32,12076,56,1,4,MANHATTAN,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.719395,POINT (-74.00189 40.719395),,,,,-74.00189,0,0,0,0,0,0,0,0,BROADWAY,CANAL STREET                    ,14:50,3751908,SPORT UTILITY / STATION WAGON,,,,,10013
